gene_id	gene_name	gene_type	param	colors	labels	module	kme
ENSG00000163017.14	ACTG2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5908535897224538
ENSG00000163040.15	CCDC74A	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6985511797080001
ENSG00000163053.11	SLC16A14	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7392809836694758
ENSG00000163064.7	EN1	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.2548575720304821
ENSG00000163082.10	SGPP2	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.5836773363267732
ENSG00000163083.6	INHBB	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.463393049556988
ENSG00000163121.10	NEURL3	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.40544442607346337
ENSG00000163131.11	CTSS	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9009326586470159
ENSG00000163141.20	BNIPL	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7675428623292462
ENSG00000163157.15	TMOD4	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.80694768624447
ENSG00000163202.5	LCE3D	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7016293214766849
ENSG00000163207.7	IVL	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.8739535629979595
ENSG00000163209.15	SPRR3	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.8287370345300186
ENSG00000163216.7	SPRR2D	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.8800890103579286
ENSG00000163218.15	PGLYRP4	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7315848330341143
ENSG00000163220.11	S100A9	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7572266288492217
ENSG00000163221.9	S100A12	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.8247837193186845
ENSG00000163347.6	CLDN1	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.016733028402149144
ENSG00000163354.15	DCST2	protein_coding	twok_3p_v1	pink	8	Mod8 (pink)	0.7716838753927289
ENSG00000163359.16	COL6A3	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.9074617944754173
ENSG00000163364.10	LINC01116	lncRNA	twok_3p_v1	green	5	Mod5 (green)	0.5779390852971641
ENSG00000163395.17	IGFN1	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.4772828965127797
ENSG00000163406.11	SLC15A2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4926675303060579
ENSG00000163431.13	LMOD1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8216447501574442
ENSG00000163435.16	ELF3	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.7612473722009371
ENSG00000163464.8	CXCR1	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.5380659178729643
ENSG00000163520.14	FBLN2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8345497909385622
ENSG00000163536.13	SERPINI1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5892960589234287
ENSG00000163563.8	MNDA	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8864812455624534
ENSG00000163568.15	AIM2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.48420976332883525
ENSG00000163590.14	PPM1L	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6167517951020369
ENSG00000163599.17	CTLA4	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8644370851654636
ENSG00000163600.13	ICOS	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8813157701916585
ENSG00000163606.11	CD200R1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.7042474417813346
ENSG00000163661.4	PTX3	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.47929340824778816
ENSG00000163687.14	DNASE1L3	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.3840483733797133
ENSG00000163734.4	CXCL3	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.21355868395604743
ENSG00000163735.7	CXCL5	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.32563516131597575
ENSG00000163739.5	CXCL1	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.15525345920084552
ENSG00000163751.4	CPA3	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.5794901623456157
ENSG00000163823.4	CCR1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8596579358861409
ENSG00000163864.17	NMNAT3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6892751180283427
ENSG00000163898.10	LIPH	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.7836927462177771
ENSG00000163923.10	RPL39L	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.40255833705946814
ENSG00000163975.12	MELTF	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.49491862739917136
ENSG00000163993.7	S100P	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5247071414921654
ENSG00000163995.21	ABLIM2	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.4249064086677238
ENSG00000164099.3	PRSS12	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.34720618910729373
ENSG00000164116.17	GUCY1A1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8042795061387532
ENSG00000164120.14	HPGD	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.5605938212694036
ENSG00000164176.13	EDIL3	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6308237193262176
ENSG00000164185.6	ZNF474	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.5329255515336505
ENSG00000164199.18	ADGRV1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4601000662973358
ENSG00000164220.7	F2RL2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6433181470799569
ENSG00000164236.12	ANKRD33B	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.3029278394188007
ENSG00000164251.5	F2RL1	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.4961271024140478
ENSG00000164308.17	ERAP2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.35321884994329106
ENSG00000164309.15	CMYA5	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.8369361915153413
ENSG00000164342.13	TLR3	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5463984214196819
ENSG00000164379.7	FOXQ1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.36356322815464875
ENSG00000164393.8	ADGRF2	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.4815918905538886
ENSG00000164484.12	TMEM200A	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6954650078439651
ENSG00000164488.12	DACT2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4141494061327188
ENSG00000164509.15	IL31RA	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.6216082769666333
ENSG00000164520.11	RAET1E	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7474083280038181
ENSG00000164638.10	SLC29A4	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.44112597082769456
ENSG00000164683.18	HEY1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6154023584408169
ENSG00000164684.13	ZNF704	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5108013603864987
ENSG00000164687.11	FABP5	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.7446953270519485
ENSG00000164691.18	TAGAP	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.881581525822072
ENSG00000164692.18	COL1A2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8884845865815977
ENSG00000164694.17	FNDC1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8589307480423973
ENSG00000164707.15	SLC13A4	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.5744931940426422
ENSG00000164742.16	ADCY1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3250460352667201
ENSG00000164761.9	TNFRSF11B	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.44262470084389266
ENSG00000164764.11	SBSPON	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6014793985058807
ENSG00000164776.10	PHKG1	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.7074540275401624
ENSG00000164825.4	DEFB1	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5312840267351772
ENSG00000164904.18	ALDH7A1	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.18710744702901058
ENSG00000164929.17	BAALC	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3918812807776119
ENSG00000164932.13	CTHRC1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8049102060601793
ENSG00000164949.8	GEM	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5826516274774582
ENSG00000165071.15	TMEM71	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5655311297253414
ENSG00000165072.10	MAMDC2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.40512824085693366
ENSG00000165091.18	TMC1	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.34248069349592924
ENSG00000165092.13	ALDH1A1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7296240672189205
ENSG00000165105.10	RASEF	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4457046950729658
ENSG00000165140.11	FBP1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.518264782535938
ENSG00000165152.9	PGAP4	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6068651450876584
ENSG00000165168.8	CYBB	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9095916478474445
ENSG00000165272.16	AQP3	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.6020969724143704
ENSG00000165449.11	SLC16A9	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.479261658079468
ENSG00000165457.14	FOLR2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6419356764388057
ENSG00000165474.8	GJB2	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.8296054391461002
ENSG00000165507.9	DEPP1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.40856487899740107
ENSG00000165548.11	TMEM63C	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.3455713607442983
ENSG00000165568.18	AKR1E2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4215170593009814
ENSG00000165617.15	DACT1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8472891397535632
ENSG00000165626.17	BEND7	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.464788123054574
ENSG00000165633.13	VSTM4	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8058988987372692
ENSG00000165685.8	TMEM52B	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.17138385017495705
ENSG00000165695.10	AK8	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5263105835759895
ENSG00000165731.20	RET	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.4316860144976708
ENSG00000165794.10	SLC39A2	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.6983469028577635
ENSG00000165799.5	RNASE7	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.6957793864574345
ENSG00000165816.13	VWA2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.39643068765031764
ENSG00000165821.12	SALL2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6782303836276596
ENSG00000165949.12	IFI27	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.35790799889170216
ENSG00000166073.11	GPR176	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.4237645401481632
ENSG00000166086.13	JAM3	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8314692863572559
ENSG00000166106.3	ADAMTS15	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.6850540922693339
ENSG00000166126.11	AMN	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5502145705232298
ENSG00000166147.14	FBN1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.9138134368169534
ENSG00000166165.13	CKB	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.26328160295970326
ENSG00000166183.16	ASPG	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.6096979354847919
ENSG00000166250.12	CLMP	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.7443509173312166
ENSG00000166257.9	SCN3B	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3285826698622472
ENSG00000166341.8	DCHS1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8295249497111771
ENSG00000166349.10	RAG1	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.2516662922446393
ENSG00000166396.13	SERPINB7	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5782531445849911
ENSG00000166402.9	TUB	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5975322748292907
ENSG00000166432.15	ZMAT1	protein_coding	twok_3p_v1	pink	8	Mod8 (pink)	0.6233781769490209
ENSG00000166482.12	MFAP4	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7835205190933431
ENSG00000166501.14	PRKCB	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8940555374403513
ENSG00000166523.8	CLEC4E	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6864196797419415
ENSG00000166535.20	A2ML1	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7063742644842569
ENSG00000166582.10	CENPV	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6518992477526171
ENSG00000166589.13	CDH16	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.43093401365394635
ENSG00000166592.12	RRAD	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.4270579538959179
ENSG00000166669.13	ATF7IP2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	8.207855067629385e-4
ENSG00000166670.10	MMP10	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.7451297300904264
ENSG00000166704.11	ZNF606	protein_coding	twok_3p_v1	greenyellow	11	Mod11 (greenyellow)	0.6177695571374221
ENSG00000166741.8	NNMT	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5417934492112829
ENSG00000166770.11	ZNF667-AS1	lncRNA	twok_3p_v1	greenyellow	11	Mod11 (greenyellow)	0.6285415885973801
ENSG00000166816.15	LDHD	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.43515758791442405
ENSG00000166920.13	C15orf48	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.5170861650114482
ENSG00000166922.8	SCG5	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.6161037324584738
ENSG00000166923.12	GREM1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7622562381139482
ENSG00000166963.13	MAP1A	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8008201719033022
ENSG00000167077.13	MEI1	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.7721596389513156
ENSG00000167105.8	TMEM92	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.5588709626103587
ENSG00000167183.3	PRR15L	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5340113818122232
ENSG00000167191.12	GPRC5B	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5822673349264388
ENSG00000167208.15	SNX20	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.9312042387014943
ENSG00000167216.17	KATNAL2	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7220788242471073
ENSG00000167232.14	ZNF91	protein_coding	twok_3p_v1	greenyellow	11	Mod11 (greenyellow)	0.72704618338382
ENSG00000167244.21	IGF2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6696266102760979
ENSG00000167286.10	CD3D	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8905162169842854
ENSG00000167306.20	MYO5B	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.6739831204031879
ENSG00000167476.10	JSRP1	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.5845857722111444
ENSG00000167549.18	CORO6	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.5726764043744161
ENSG00000167555.14	ZNF528	protein_coding	twok_3p_v1	greenyellow	11	Mod11 (greenyellow)	0.7659269791629163
ENSG00000167600.14	CYP2S1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5731926716851136
ENSG00000167608.12	TMC4	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6228925284740432
ENSG00000167613.16	LAIR1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8917930228428532
ENSG00000167653.5	PSCA	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.6362160439882096
ENSG00000167656.5	LY6D	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.5499915541258642
ENSG00000167676.4	PLIN4	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.037520346710525385
ENSG00000167701.14	GPT	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.55236707304167
ENSG00000167723.15	TRPV3	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.6694778588768984
ENSG00000167733.14	HSD11B1L	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.47323954864575657
ENSG00000167741.11	GGT6	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.6868248339456688
ENSG00000167754.13	KLK5	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.744609494911517
ENSG00000167755.15	KLK6	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7723194749798646
ENSG00000167757.14	KLK11	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7522284128040287
ENSG00000167759.13	KLK13	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7784414213040126
ENSG00000167766.18	ZNF83	protein_coding	twok_3p_v1	greenyellow	11	Mod11 (greenyellow)	0.6576501635106476
ENSG00000167767.14	KRT80	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7553040636042128
ENSG00000167768.4	KRT1	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.6775347844142525
ENSG00000167772.12	ANGPTL4	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.20497020162710394
ENSG00000167779.9	IGFBP6	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.48588784369492827
ENSG00000167861.16	HID1	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.7096544211459569
ENSG00000167912.6	AC090152.1	lncRNA	twok_3p_v1	blue	2	Mod2 (blue)	0.3128725292580644
ENSG00000167914.12	GSDMA	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.7482655062013298
ENSG00000167964.13	RAB26	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4961794563003445
ENSG00000167972.14	ABCA3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6878010754304518
ENSG00000167992.13	VWCE	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.6340448238705945
ENSG00000168032.10	ENTPD3	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.29007668022810384
ENSG00000168062.10	BATF2	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5036861440423425
ENSG00000168077.14	SCARA3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5946821599636607
ENSG00000168243.11	GNG4	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.29266402262633895
ENSG00000168255.20	POLR2J3	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.43097270820332123
ENSG00000168329.14	CX3CR1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6946132294706711
ENSG00000168334.9	XIRP1	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.734281932508242
ENSG00000168421.13	RHOH	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8814667659569699
ENSG00000168447.11	SCNN1B	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.6784552449669365
ENSG00000168477.19	TNXB	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5153485780510932
ENSG00000168490.14	PHYHIP	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.47721258009960155
ENSG00000168497.5	CAVIN2	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.14603715269501366
ENSG00000168542.16	COL3A1	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8948635596333487
ENSG00000168685.15	IL7R	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.4605404195322279
ENSG00000168743.13	NPNT	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.36711200207880934
ENSG00000168765.17	GSTM4	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.601481777178343
ENSG00000168779.20	SHOX2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.38442111163040776
ENSG00000168824.14	NSG1	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.6070739880184784
ENSG00000168874.13	ATOH8	protein_coding	twok_3p_v1	magenta	9	Mod9 (magenta)	0.6337934055542571
ENSG00000168907.13	PLA2G4F	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.6035433938303084
ENSG00000168916.15	ZNF608	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.44094324117273404
ENSG00000168970.22	JMJD7-PLA2G4B	protein_coding	twok_3p_v1	pink	8	Mod8 (pink)	0.7650542088299906
ENSG00000169035.12	KLK7	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.7586348826722566
ENSG00000169071.15	ROR2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.49616228457231837
ENSG00000169083.18	AR	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7368115551080435
ENSG00000169116.11	PARM1	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.6020033137280205
ENSG00000169122.11	FAM110B	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.7651879166409096
ENSG00000169174.11	PCSK9	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.36575365674840793
ENSG00000169184.6	MN1	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.6343646803998516
ENSG00000169213.7	RAB3B	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.33715963612647715
ENSG00000169245.6	CXCL10	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.64639431438905
ENSG00000169247.14	SH3TC2	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.5334997612746757
ENSG00000169248.13	CXCL11	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.5692037977311959
ENSG00000169252.6	ADRB2	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.4314249414483324
ENSG00000169291.10	SHE	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.5761743408034085
ENSG00000169429.11	CXCL8	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.049299128919761875
ENSG00000169435.14	RASSF6	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.19964604763468988
ENSG00000169439.12	SDC2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.8013796852427089
ENSG00000169442.9	CD52	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.8719786795272975
ENSG00000169469.9	SPRR1B	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.8771688630012764
ENSG00000169474.4	SPRR1A	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.843888071781504
ENSG00000169509.6	CRCT1	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.8125735231842246
ENSG00000169515.8	CCDC8	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.3345079807320448
ENSG00000169550.14	MUC15	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.6648030237090644
ENSG00000169583.13	CLIC3	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.753344893278054
ENSG00000169594.13	BNC1	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.593117042587518
ENSG00000169715.15	MT1E	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.48219090036897627
ENSG00000169750.9	RAC3	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.29964277185048716
ENSG00000169851.15	PCDH7	protein_coding	twok_3p_v1	green	5	Mod5 (green)	0.580398478563799
ENSG00000169855.20	ROBO1	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.38910647093215683
ENSG00000169860.7	P2RY1	protein_coding	twok_3p_v1	black	7	Mod7 (black)	0.6148835124541087
ENSG00000169884.14	WNT10B	protein_coding	twok_3p_v1	pink	8	Mod8 (pink)	0.3160204958951229
ENSG00000169896.18	ITGAM	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.6738177343301442
ENSG00000169918.10	OTUD7A	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4864760311654927
ENSG00000169946.14	ZFPM2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6622322610985695
ENSG00000169962.5	TAS1R3	protein_coding	twok_3p_v1	purple	10	Mod10 (purple)	0.49441801098311366
ENSG00000170017.12	ALCAM	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.4777106954565424
ENSG00000170153.11	RNF150	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.6747817054202415
ENSG00000170209.5	ANKK1	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	0.23956594571900586
ENSG00000170298.15	LGALS9B	protein_coding	twok_3p_v1	red	6	Mod6 (red)	0.5599954444081929
ENSG00000170345.10	FOS	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.03334818666414365
ENSG00000170356.9	OR2A20P	transcribed_unprocessed_pseudogene	twok_3p_v1	grey	0	Mod0 (grey)	0.1415543467881985
ENSG00000170382.12	LRRN2	protein_coding	twok_3p_v1	brown	3	Mod3 (brown)	0.45004227255403834
ENSG00000170412.18	GPRC5C	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.31850103940571645
ENSG00000170421.12	KRT8	protein_coding	twok_3p_v1	turquoise	1	Mod1 (turquoise)	0.5280990013154553
ENSG00000170423.13	KRT78	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.8054316908087138
ENSG00000170426.2	SDR9C7	protein_coding	twok_3p_v1	yellow	4	Mod4 (yellow)	0.8807855571663754
ENSG00000170430.10	MGMT	protein_coding	twok_3p_v1	grey	0	Mod0 (grey)	-0.10889665817166379
ENSG00000170442.12	KRT86	protein_coding	twok_3p_v1	blue	2	Mod2 (blue)	0.41783911421558056
